Date,Location,Gender,Count, Abandoning a child child neglect and cruelty, Abduction of person under  years of age, Aggravated burglary, Aggravated sexual assault, Arson, Assault causing harm poisoning, Attempts/threats to murder assaults harassments and related offences, Blackmail or extortion, Burglary (not aggravated), Burglary and related offences, Carjacking hijacking/unlawful seizure of aircraft/vessel, Controlled drug offences, Criminal damage (not arson), Cultivation or manufacture of drugs, Damage to property and to the environment, Dangerous driving causing serious bodily harm, Dangerous driving leading to death, Dangerous or negligent acts, Defilement of a boy or girl less than  years old, Discharging a firearm, Disorderly conduct, Driving/in charge of a vehicle under the influence of drugs, Driving/in charge of a vehicle while over legal alcohol limit, Endangering traffic offences, Endangerment with potential for serious harm/death, Explosives chemical weapons offences, False alarm/interference with aircraft or air transport facilities, False imprisonment, Fireworks offences, Fraud deception and related offences, Harassment and related offences, Homicide offences, Human trafficking offences, Importation of drugs, Infanticide, Kidnapping and related offences, Liquor licensing offences, Litter offences, Manslaughter, Murder, Murder-attempt, Murder-threat, Offences against government and its agents, Offences against government justice procedures and organisation of crime, Offences while in custody breach of court orders, Offensive weapons offences (n.e.c.), Organisation of crime and conspiracy to commit crime, Other assault, Other drug offences, Other sexual offences, Other thefts handling stolen property, Perverting the course of justice, Possession of a firearm, Possession of an article (with intent to burgle steal demand), Possession of drugs for personal use, Possession of drugs for sale or supply, Prostitution offences, Public order and other social code offences, Rape of a male or female, Regulated betting/money collection/trading offences, Robbery extortion and hijacking offences, Robbery from the person, Robbery of an establishment or institution, Robbery of cash or goods in transit, Sexual assault (not aggravated), Sexual offence involving mentally impaired person, Sexual offences, Social code offences (n.e.c.), Theft and related offences, Theft from person, Theft from shop, Theft/taking of vehicle and related offences, Trespass offences, Unseaworthy/dangerous use of boat or ship, Weapons and Explosives Offences,Month,Unemploy.u25,Unemploy.25+,Unemploy.allages,Category,sw.u25,sw.25+,sw.allages
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,5,32.3,125.6,93.3,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,6,33,125.9,92.9,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,7,33.3,127.5,94.2,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,8,32.3,126.9,94.6,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,9,31.7,127.6,95.9,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,10,30.2,125.4,95.2,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,11,29.6,125.7,96.1,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,12,29.7,126.6,96.8,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,1,57.3,222.1,164.8,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,2,57.2,221.8,164.6,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,3,57.1,220.2,163.1,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,4,57.4,218.4,161.1,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,5,57.3,217.4,160.1,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,6,57.8,218.3,160.4,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,7,56.8,217.8,161.1,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,8,55.9,216.9,161,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,9,54.7,213.1,158.4,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,10,53.6,210.2,156.6,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,11,51.8,206,154.2,Not Specified,0,0,0
2012,Not Specified,Not Specified,541,229,16,282,7,2118,3213,15702,38,27415,28445,97,16380,29732,513,32138,7,30,8844,129,143,37323,276,8046,206,68,90,8,65,267,5704,1919,90,16,30,0,97,1902,288,8,52,9,269,274,9431,9051,2296,6,10292,582,141,43064,100,246,748,11796,3459,142,43790,457,296,2811,1613,1014,49,1218,24,1976,806,76108,5012,19552,8480,3321,4,3042,12,49.7,201.1,151.4,Not Specified,0,0,0
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,All classes,363681,438885,75204
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,All classes,363990,438765,74775
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,All classes,360588,433459,72871
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,All classes,358522,429360,70838
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,All classes,359751,432294,72543
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,All classes,372342,451332,78990
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,All classes,378949,459539,80590
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,All classes,375191,455754,80563
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,All classes,355003,428596,73593
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,All classes,349625,419443,69818
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,All classes,350036,417626,67590
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,All classes,356179,423269,67090
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Jobseekers allowance applications,237459,303903,66444
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Jobseekers allowance applications,238370,304422,66052
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Jobseekers allowance applications,237986,302625,64639
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Jobseekers allowance applications,237815,300921,63106
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Jobseekers allowance applications,240838,305738,64900
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Jobseekers allowance applications,250386,321208,70822
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Jobseekers allowance applications,253320,325710,72390
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,Jobseekers allowance applications,254901,327641,72740
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,Jobseekers allowance applications,245186,311893,66707
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Jobseekers allowance applications,241740,305272,63532
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,Jobseekers allowance applications,241158,302873,61715
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,Jobseekers allowance applications,244097,305384,61287
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Jobseekers benefit claims,95603,104041,8438
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Jobseekers benefit claims,94579,102956,8377
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Jobseekers benefit claims,90794,98685,7891
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Jobseekers benefit claims,88506,95891,7385
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Jobseekers benefit claims,86397,93700,7303
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Jobseekers benefit claims,88671,96473,7802
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Jobseekers benefit claims,91828,99652,7824
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,Jobseekers benefit claims,86330,93768,7438
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,Jobseekers benefit claims,76832,83361,6529
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Jobseekers benefit claims,75359,81325,5966
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,Jobseekers benefit claims,76125,81677,5552
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,Jobseekers benefit claims,78877,84382,5505
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Other registrants,30619,30941,322
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Other registrants,31041,31387,346
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Other registrants,31808,32149,341
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Other registrants,32201,32548,347
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Other registrants,32516,32856,340
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Other registrants,33285,33651,366
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Other registrants,33801,34177,376
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,Other registrants,33960,34345,385
2012,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,Other registrants,32985,33342,357
